Species	South_China_Sea	Sunda_Shelf	Java_Transitional	South_Kuroshio	Tropical_Northwestern_Pacific	Western_Coral_Triangle	Eastern_Coral_Triangle	Sahul_Shelf	Northeast_Australian_Shelf	Northwest_Australian_Shelf	Tropical_Southwestern_Pacific	Lord_Howe_and_Norfolk_Islands	Hawaii	Marshall_Gilbert_and_Ellis_Islands	Central_Polynesia	Southeast_Polynesia	Marquesas	Easter_Island
Pomacentrus chrysurus	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Pomacentrus coelestis	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Pomacentrus colini	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus cuneatus	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Pomacentrus emarginatus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus fuscidorsalis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Pomacentrus geminospilus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus grammorhynchus	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Pomacentrus imitator	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0
Pomacentrus javanicus	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pomacentrus komodoensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus lepidogenys	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0
Pomacentrus limosus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pomacentrus littoralis	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Pomacentrus melanochir	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Pomacentrus microspilus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pomacentrus milleri	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Pomacentrus moluccensis	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Pomacentrus nagasakiensis	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0
Pomacentrus nigromanus	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Pomacentrus nigromarginatus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Pomacentrus opisthostigma	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Pomacentrus pavo	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Pomacentrus philippinus	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Pomacentrus reidi	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
Pomacentrus saksonoi	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus similis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus simsiang	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Pomacentrus smithi	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Pomacentrus spilotoceps	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pomacentrus stigma	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus taeniometopon	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0
Pomacentrus trilineatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus tripunctatus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Pomacentrus vaiuli	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Pomacentrus wardi	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
Pomacentrus xanthosternus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomacentrus yoshii	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pomachromis exilis	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Pomachromis guamensis	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomachromis richardsoni	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0
Pomadasys argenteus	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0
Pomadasys commersonnii	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pomadasys furcatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomadasys kaakan	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pomadasys maculatus	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pomadasys olivaceus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pomadasys punctulatus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pomadasys unimaculatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pomatoschistus marmoratus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Porocephalichthys dasyrhynchus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Powellichthys ventriosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Praealticus bilineatus	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0
Praealticus caesius	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
Praealticus labrovittatus	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
Praealticus margaritatus	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
Praealticus multistriatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Praealticus natalis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Praealticus oortii	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Praealticus poptae	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Praealticus semicrenatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Praealticus striatus	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Praealticus tanegasimae	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Praealticus triangulus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Premnas biaculeatus	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Priacanthus alalaua	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
Priacanthus blochii	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Priacanthus hamrur	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Priacanthus macracanthus	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Priacanthus meeki	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Priacanthus nasca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Priacanthus prolixus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Priacanthus sagittarius	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Priacanthus tayenus	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Priacanthus zaiserae	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Priolepis agrena	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Priolepis ailina	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0
Priolepis akihitoi	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Priolepis aureoviridis	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Priolepis boreus	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Priolepis cincta	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Priolepis compita	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0
Priolepis cyanocephala	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Priolepis eugenius	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Priolepis fallacincta	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Priolepis farcimen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Priolepis inhaca	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0
Priolepis kappa	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Priolepis latifascima	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Priolepis limbatosquamis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Priolepis nocturna	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0
Priolepis nuchifasciata	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Priolepis pallidicincta	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0
Priolepis profunda	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Priolepis randalli	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Priolepis semidoliata	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Priolepis squamogena	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1
Priolepis triops	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Priolepis vexilla	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Prionurus chrysurus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Prionurus maculatus	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
Prionurus microlepidotus	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Prionurus scalprum	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pristiapogon exostigma	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Pristiapogon fraenatus	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Pristiapogon kallopterus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Pristiapogon taeniopterus	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0
Pristicon rhodopterus	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
Pristicon trimaculatus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Pristigenys niphonia	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
Pristilepis oligolepis	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1
Pristipomoides argyrogrammicus	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
Pristipomoides zonatus	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
Pristis pectinata	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pristotis obtusirostris	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0
Prognathodes guyotensis	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Proteracanthus sarissophorus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Psammoperca waigiensis	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pseudalutarius nasicornis	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Pseudamia amblyuroptera	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0
Pseudamia gelatinosa	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Pseudamia hayashii	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Pseudamia nigra	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Pseudamia rubra	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudamia zonata	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Pseudamiops diaphanes	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudamiops gracilicauda	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
Pseudamiops phasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudanthias aurulentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pseudanthias bartlettorum	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Pseudanthias bicolor	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
Pseudanthias bimaculatus	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pseudanthias calloura	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias carlsoni	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Pseudanthias caudalis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias charleneae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias cichlops	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pseudanthias cooperi	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Pseudanthias dispar	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Pseudanthias elongatus	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pseudanthias engelhardi	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Pseudanthias evansi	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias fasciatus	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Pseudanthias flavicauda	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Pseudanthias flavoguttatus	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Pseudanthias hawaiiensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudanthias hiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudanthias huchtii	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Pseudanthias hutomoi	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Pseudanthias hypselosoma	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0
Pseudanthias ignitus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias leucozonus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias lori	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0
Pseudanthias lunulatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias luzonensis	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Pseudanthias manadensis	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias mooreanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudanthias olivaceus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Pseudanthias parvirostris	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias pascalus	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0
Pseudanthias pictilis	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
Pseudanthias pleurotaenia	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Pseudanthias privitera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudanthias pulcherrimus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias randalli	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Pseudanthias regalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudanthias rubrizonatus	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Pseudanthias rubrolineatus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias sheni	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Pseudanthias smithvanizi	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0
Pseudanthias squamipinnis	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0
Pseudanthias taira	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias thompsoni	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudanthias tuka	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Pseudanthias venator	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudanthias ventralis hawaiiensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudanthias ventralis ventralis	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0
Pseudanthias xanthomaculatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pseudechidna brummeri	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0
Pseudobalistes flavimarginatus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Pseudobalistes fuscus	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Pseudocaranx dentex	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1
Pseudocaranx dinjerra	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Pseudocaranx wrighti	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudocheilinops ataenia	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Pseudocheilinus citrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudocheilinus evanidus	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Pseudocheilinus hexataenia	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
Pseudocheilinus ocellatus	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
Pseudocheilinus octotaenia	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Pseudocheilinus tetrataenia	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
Pseudochromis alticaudex	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Pseudochromis andamanensis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis aurulentus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis bitaeniatus	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pseudochromis coccinicauda	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis colei	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis cometes	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis cyanotaenia	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0
Pseudochromis elongatus	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Pseudochromis erdmanni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis flammicauda	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Pseudochromis flavopunctatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis fowleri	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis fuscus	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Pseudochromis howsoni	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Pseudochromis jamesi	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
Pseudochromis kolythrus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pseudochromis litus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis lugubris	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis luteus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis marshallensis	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0
Pseudochromis melanotus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pseudochromis melanurus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pseudochromis mooii	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis moorei	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis perspicillatus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Pseudochromis pictus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis punctatus	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pseudochromis pylei	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis quinquedentatus	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Pseudochromis ransonneti	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis reticulatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudochromis steenei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis striatus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis tapeinosoma	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Pseudochromis tonozukai	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis viridis	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudochromis wilsoni	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pseudochromis xanthochir	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudocoris aequalis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudocoris aurantiofasciata	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0
Pseudocoris bleekeri	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Pseudocoris heteroptera	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0
Pseudocoris ocellata	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudocoris yamashiroi	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Pseudodax moluccanus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Pseudogramma astigma	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0
Pseudogramma australis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Pseudogramma erythreum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogramma pectoralis	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pseudogramma polyacantha	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Pseudogramma xanthum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Pseudojuloides atavai	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
Pseudojuloides cerasinus	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0
Pseudojuloides elongatus	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Pseudojuloides kaleidos	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pseudojuloides mesostigma	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Pseudojuloides pyrius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pseudojuloides severnsi	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Pseudolabrus eoethinus	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrus fuentesi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Pseudolabrus guentheri	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
Pseudolabrus japonicus	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrus luculentus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pseudolabrus semifasciatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pseudolabrus sieboldi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrus torotai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Pseudomonacanthus elongatus	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pseudomonacanthus macrurus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudomonacanthus peroni	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pseudopataecus carnatobarbatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudophycis bachus	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Pseudophycis breviuscula	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Pseudoplesiops collare	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pseudoplesiops howensis	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
Pseudoplesiops immaculatus	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0
Pseudoplesiops revellei	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0
Pseudoplesiops rosae	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Pseudoplesiops typus	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0
Pseudoplesiops wassi	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0
Pseudorhombus arsius	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0
Pseudotrichonotus altivelis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psilogobius mainlandi	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
Psilogobius prolatus	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pteragogus aurigarius	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pteragogus cryptus	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Pteragogus enneacanthus	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0
Pteragogus flagellifer	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
Pteragogus guttatus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Pterapogon kauderni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pterapogon mirifica	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ptereleotris brachyptera	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Ptereleotris crossogenion	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ptereleotris evides	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
